subject,predicate,object
"POCO_CD_POCO_006364","is","well"
"POCO_CD_POCO_006365","is","well"
"POCO_CD_POCO_006366","is","well"
"POCO_CD_POCO_006367","is","well"
"POCO_CD_POCO_006368","is","well"
"POCO_CD_POCO_006369","is","well"
"POCO_CD_POCO_006370","is","well"
"POCO_CD_POCO_006371","is","well"
"POCO_CD_POCO_006372","is","well"
"POCO_CD_POCO_006373","is","well"
"POCO_CD_POCO_006374","is","well"
"POCO_CD_POCO_006375","is","well"
"POCO_CD_POCO_006376","is","well"
"POCO_CD_POCO_006377","is","well"
"POCO_CD_POCO_006378","is","well"
"POCO_CD_POCO_006379","is","well"
"POCO_CD_POCO_006380","is","well"
"POCO_CD_POCO_006381","is","well"
"POCO_CD_POCO_006382","is","well"
"POCO_CD_POCO_006383","is","well"
"POCO_CD_POCO_006384","is","well"
"POCO_CD_POCO_006385","is","well"
"POCO_CD_POCO_006386","is","well"
"POCO_CD_POCO_006387","is","well"
"POCO_CD_POCO_006388","is","well"
"POCO_CD_POCO_006389","is","well"
"POCO_CD_POCO_006390","is","well"
"POCO_CD_POCO_006391","is","well"
"POCO_CD_POCO_006392","is","well"
"POCO_CD_POCO_006393","is","well"
"POCO_CD_POCO_006394","is","well"
"POCO_CD_POCO_006395","is","well"
"POCO_CD_POCO_006396","is","well"
"POCO_CD_POCO_006397","is","well"
"POCO_CD_POCO_006398","is","well"
"POCO_CD_POCO_006399","is","well"
"POCO_CD_POCO_006400","is","well"
"POCO_CD_POCO_006401","is","well"
"POCO_CD_POCO_006402","is","well"
"POCO_CD_POCO_006403","is","well"
"POCO_CD_POCO_006404","is","well"
"POCO_CD_POCO_006405","is","well"
"POCO_CD_POCO_006406","is","well"
"POCO_CD_POCO_006407","is","well"
"POCO_CD_POCO_006408","is","well"
"POCO_CD_POCO_006409","is","well"
"POCO_CD_POCO_006410","is","well"
"POCO_CD_POCO_006411","is","well"
"POCO_CD_POCO_006412","is","well"
"POCO_CD_POCO_006413","is","well"
"POCO_CD_POCO_006414","is","well"
"POCO_CD_POCO_006415","is","well"
"POCO_CD_POCO_006416","is","well"
"POCO_CD_POCO_006417","is","well"
"POCO_CD_POCO_006418","is","well"
"POCO_CD_POCO_006419","is","well"
"POCO_CD_POCO_006420","is","well"
"POCO_CD_POCO_006421","is","well"
"POCO_CD_POCO_006422","is","well"
"POCO_CD_POCO_006423","is","well"
"POCO_CD_POCO_006424","is","well"
"POCO_CD_POCO_006425","is","well"
"POCO_CD_POCO_006426","is","well"
"POCO_CD_POCO_006427","is","well"
"POCO_CD_POCO_006428","is","well"
"POCO_CD_POCO_006429","is","well"
"POCO_CD_POCO_006430","is","well"
"POCO_CD_POCO_006431","is","well"
"POCO_CD_POCO_006432","is","well"
"POCO_CD_POCO_006433","is","well"
"POCO_CD_POCO_006434","is","well"
"POCO_CD_POCO_006435","is","well"
"POCO_CD_POCO_006436","is","well"
"POCO_CD_POCO_006437","is","well"
"POCO_CD_POCO_006438","is","well"
"POCO_CD_POCO_006439","is","well"
"POCO_CD_POCO_006440","is","well"
"POCO_CD_POCO_006441","is","well"
"POCO_CD_POCO_006442","is","well"
"POCO_CD_POCO_006443","is","well"
"POCO_CD_POCO_006444","is","well"
"POCO_CD_POCO_006445","is","well"
"POCO_CD_POCO_006446","is","well"
"POCO_CD_POCO_006447","is","well"
"POCO_CD_POCO_006448","is","well"
"POCO_CD_POCO_006449","is","well"
"POCO_CD_POCO_006450","is","well"
"POCO_CD_POCO_006451","is","well"
"POCO_CD_POCO_006452","is","well"
"POCO_CD_POCO_006453","is","well"
"POCO_CD_POCO_006454","is","well"
"POCO_CD_POCO_006455","is","well"
"POCO_CD_POCO_006456","is","well"
"POCO_CD_POCO_006457","is","well"
"POCO_CD_POCO_006458","is","well"
"POCO_CD_POCO_006459","is","well"
"POCO_CD_POCO_006460","is","well"
"POCO_CD_POCO_006461","is","well"
"POCO_CD_POCO_006462","is","well"
"POCO_CD_POCO_006463","is","well"
"POCO_CD_POCO_006464","is","well"
"POCO_CD_POCO_006465","is","well"
"POCO_CD_POCO_006466","is","well"
"POCO_CD_POCO_006467","is","well"
"POCO_CD_POCO_006468","is","well"
"POCO_CD_POCO_006469","is","well"
"POCO_CD_POCO_006470","is","well"
"POCO_CD_POCO_006471","is","well"
"POCO_CD_POCO_006472","is","well"
"POCO_CD_POCO_006473","is","well"
"POCO_CD_POCO_006474","is","well"
"POCO_CD_POCO_006475","is","well"
"POCO_CD_POCO_006476","is","well"
"POCO_CD_POCO_006477","is","well"
"POCO_CD_POCO_006478","is","well"
"POCO_CD_POCO_006479","is","well"
"POCO_CD_POCO_006480","is","well"
"POCO_CD_POCO_006481","is","well"
"POCO_CD_POCO_006482","is","well"
"POCO_CD_POCO_006483","is","well"
"POCO_CD_POCO_006484","is","well"
"POCO_CD_POCO_006485","is","well"
"POCO_CD_POCO_006486","is","well"
"POCO_CD_POCO_006487","is","well"
"POCO_CD_POCO_006488","is","well"
"POCO_CD_POCO_006489","is","well"
"POCO_CD_POCO_006490","is","well"
"POCO_CD_POCO_006491","is","well"
"POCO_CD_POCO_006492","is","well"
"POCO_CD_POCO_006493","is","well"
"POCO_CD_POCO_006494","is","well"
"POCO_CD_POCO_006495","is","well"
"POCO_CD_POCO_006496","is","well"
"POCO_CD_POCO_006497","is","well"
"POCO_CD_POCO_006498","is","well"
"POCO_CD_POCO_006499","is","well"
"POCO_CD_POCO_006500","is","well"
"POCO_CD_POCO_006501","is","well"
"POCO_CD_POCO_006502","is","well"
"POCO_CD_POCO_006503","is","well"
"POCO_CD_POCO_006504","is","well"
"POCO_CD_POCO_006505","is","well"
"POCO_CD_POCO_006506","is","well"
"POCO_CD_POCO_006507","is","well"
"POCO_CD_POCO_006508","is","well"
"POCO_CD_POCO_006509","is","well"
"POCO_CD_POCO_006510","is","well"
"POCO_CD_POCO_006511","is","well"
"POCO_CD_POCO_006512","is","well"
"POCO_CD_POCO_006513","is","well"
"POCO_CD_POCO_006514","is","well"
"POCO_CD_POCO_006515","is","well"
"POCO_CD_POCO_006516","is","well"
"POCO_CD_POCO_006517","is","well"
"POCO_CD_POCO_006518","is","well"
"POCO_CD_POCO_006519","is","well"
"POCO_CD_POCO_006520","is","well"
"POCO_CD_POCO_006521","is","well"
"POCO_CD_POCO_006522","is","well"
"POCO_CD_POCO_006523","is","well"
"POCO_CD_POCO_006524","is","well"
"POCO_CD_POCO_006525","is","well"
"POCO_CD_POCO_006526","is","well"
"POCO_CD_POCO_006527","is","well"
"POCO_CD_POCO_006528","is","well"
"POCO_CD_POCO_006529","is","well"
"POCO_CD_POCO_006530","is","well"
"POCO_CD_POCO_006531","is","well"
"POCO_CD_POCO_006532","is","well"
"POCO_CD_POCO_006533","is","well"
"POCO_CD_POCO_006534","is","well"
"POCO_CD_POCO_006535","is","well"
"POCO_CD_POCO_006536","is","well"
"POCO_CD_POCO_006537","is","well"
"POCO_CD_POCO_006538","is","well"
"POCO_CD_POCO_006539","is","well"
"POCO_CD_POCO_006540","is","well"
"POCO_CD_POCO_006541","is","well"
"POCO_CD_POCO_006542","is","well"
"POCO_CD_POCO_006543","is","well"
"POCO_CD_POCO_006544","is","well"
"POCO_CD_POCO_006545","is","well"
"POCO_CD_POCO_006546","is","well"
"POCO_CD_POCO_006547","is","well"
"POCO_CD_POCO_006548","is","well"
"POCO_CD_POCO_006549","is","well"
"POCO_CD_POCO_006550","is","well"
"POCO_CD_POCO_006551","is","well"
"POCO_CD_POCO_006552","is","well"
"POCO_CD_POCO_006553","is","well"
"POCO_CD_POCO_006554","is","well"
"POCO_CD_POCO_006555","is","well"
"POCO_CD_POCO_006556","is","well"
"POCO_CD_POCO_006557","is","well"
"POCO_CD_POCO_006558","is","well"
"POCO_CD_POCO_006559","is","well"
"POCO_CD_POCO_006560","is","well"
"POCO_CD_POCO_006561","is","well"
"POCO_CD_POCO_006562","is","well"
"POCO_CD_POCO_006563","is","well"
"POCO_CD_POCO_006564","is","well"
"POCO_CD_POCO_006565","is","well"
"POCO_CD_POCO_006566","is","well"
"POCO_CD_POCO_006567","is","well"
"POCO_CD_POCO_006568","is","well"
"POCO_CD_POCO_006569","is","well"
"POCO_CD_POCO_006570","is","well"
"POCO_CD_POCO_006571","is","well"
"POCO_CD_POCO_006572","is","well"
"POCO_CD_POCO_006573","is","well"
"POCO_CD_POCO_006574","is","well"
"POCO_CD_POCO_006575","is","well"
"POCO_CD_POCO_006576","is","well"
"POCO_CD_POCO_006577","is","well"
"POCO_CD_POCO_006578","is","well"
"POCO_CD_POCO_006579","is","well"
"POCO_CD_POCO_006580","is","well"
"POCO_CD_POCO_006581","is","well"
"POCO_CD_POCO_006582","is","well"
"POCO_CD_POCO_006583","is","well"
"POCO_CD_POCO_006584","is","well"
"POCO_CD_POCO_006585","is","well"
"POCO_CD_POCO_006586","is","well"
"POCO_CD_POCO_006587","is","well"
"POCO_CD_POCO_006588","is","well"
"POCO_CD_POCO_006589","is","well"
"POCO_CD_POCO_006590","is","well"
"POCO_CD_POCO_006591","is","well"
"POCO_CD_POCO_006592","is","well"
"POCO_CD_POCO_006593","is","well"
"POCO_CD_POCO_006594","is","well"
"POCO_CD_POCO_006595","is","well"
"POCO_CD_POCO_006596","is","well"
"POCO_CD_POCO_006597","is","well"
"POCO_CD_POCO_006598","is","well"
"POCO_CD_POCO_006599","is","well"
"POCO_CD_POCO_006600","is","well"
"POCO_CD_POCO_006601","is","well"
"POCO_CD_POCO_006602","is","well"
"POCO_CD_POCO_006603","is","well"
"POCO_CD_POCO_006604","is","well"
"POCO_CD_POCO_006605","is","well"
"POCO_CD_POCO_006606","is","well"
"POCO_CD_POCO_006607","is","well"
"POCO_CD_POCO_006608","is","well"
"POCO_CD_POCO_006609","is","well"
"POCO_CD_POCO_006610","is","well"
"POCO_CD_POCO_006611","is","well"
"POCO_CD_POCO_006612","is","well"
"POCO_CD_POCO_006613","is","well"
"POCO_CD_POCO_006614","is","well"
"POCO_CD_POCO_006615","is","well"
"POCO_CD_POCO_006616","is","well"
"POCO_CD_POCO_006617","is","well"
"POCO_CD_POCO_006618","is","well"
"POCO_CD_POCO_006619","is","well"
"POCO_CD_POCO_006620","is","well"
"POCO_CD_POCO_006621","is","well"
"POCO_CD_POCO_006622","is","well"
"POCO_CD_POCO_006623","is","well"
"POCO_CD_POCO_006624","is","well"
"POCO_CD_POCO_006625","is","well"
"POCO_CD_POCO_006626","is","well"
"POCO_CD_POCO_006627","is","well"
"POCO_CD_POCO_006628","is","well"
"POCO_CD_POCO_006629","is","well"
"POCO_CD_POCO_006630","is","well"
"POCO_CD_POCO_006631","is","well"
"POCO_CD_POCO_006632","is","well"
"POCO_CD_POCO_006633","is","well"
"POCO_CD_POCO_006634","is","well"
"POCO_CD_POCO_006635","is","well"
"POCO_CD_POCO_006636","is","well"
"POCO_CD_POCO_006637","is","well"
"POCO_CD_POCO_006638","is","well"
"POCO_CD_POCO_006639","is","well"
"POCO_CD_POCO_006640","is","well"
"POCO_CD_POCO_006641","is","well"
"POCO_CD_POCO_006642","is","well"
"POCO_CD_POCO_006643","is","well"
"POCO_CD_POCO_006644","is","well"
"POCO_CD_POCO_006645","is","well"
"POCO_CD_POCO_006646","is","well"
"POCO_CD_POCO_006647","is","well"
"POCO_CD_POCO_006648","is","well"
"POCO_CD_POCO_006649","is","well"
"POCO_CD_POCO_006650","is","well"
"POCO_CD_POCO_006651","is","well"
"POCO_CD_POCO_006652","is","well"
"POCO_CD_POCO_006653","is","well"
"POCO_CD_POCO_006654","is","well"
"POCO_CD_POCO_006655","is","well"
"POCO_CD_POCO_006656","is","well"
"POCO_CD_POCO_006657","is","well"
"POCO_CD_POCO_006658","is","well"
"POCO_CD_POCO_006659","is","well"
"POCO_CD_POCO_006660","is","well"
"POCO_CD_POCO_006661","is","well"
"POCO_CD_POCO_006662","is","well"
"POCO_CD_POCO_006663","is","well"
"POCO_CD_POCO_006664","is","well"
"POCO_CD_POCO_006665","is","well"
"POCO_CD_POCO_006666","is","well"
"POCO_CD_POCO_006667","is","well"
"POCO_CD_POCO_006668","is","well"
"POCO_CD_POCO_006669","is","well"
"POCO_CD_POCO_006670","is","well"
"POCO_CD_POCO_006671","is","well"
"POCO_CD_POCO_006672","is","well"
"POCO_CD_POCO_006673","is","well"
"POCO_CD_POCO_006674","is","well"
"POCO_CD_POCO_006675","is","well"
"POCO_CD_POCO_006676","is","well"
"POCO_CD_POCO_006677","is","well"
"POCO_CD_POCO_006678","is","well"
"POCO_CD_POCO_006679","is","well"
"POCO_CD_POCO_006680","is","well"
"POCO_CD_POCO_006681","is","well"
"POCO_CD_POCO_006682","is","well"
"POCO_CD_POCO_006683","is","well"
"POCO_CD_POCO_006684","is","well"
"POCO_CD_POCO_006685","is","well"
"POCO_CD_POCO_006686","is","well"
"POCO_CD_POCO_006687","is","well"
"POCO_CD_POCO_006688","is","well"
"POCO_CD_POCO_006689","is","well"
"POCO_CD_POCO_006690","is","well"
"POCO_CD_POCO_006691","is","well"
"POCO_CD_POCO_006692","is","well"
"POCO_CD_POCO_006693","is","well"
"POCO_CD_POCO_006694","is","well"
"POCO_CD_POCO_006695","is","well"
"POCO_CD_POCO_006696","is","well"
"POCO_CD_POCO_006697","is","well"
"POCO_CD_POCO_006698","is","well"
"POCO_CD_POCO_006699","is","well"
"POCO_CD_POCO_006700","is","well"
"POCO_CD_POCO_006701","is","well"
"POCO_CD_POCO_006702","is","well"
"POCO_CD_POCO_006703","is","well"
"POCO_CD_POCO_006704","is","well"
"POCO_CD_POCO_006705","is","well"
"POCO_CD_POCO_006706","is","well"
"POCO_CD_POCO_006707","is","well"
"POCO_CD_POCO_006708","is","well"
"POCO_CD_POCO_006709","is","well"
"POCO_CD_POCO_006710","is","well"
"POCO_CD_POCO_006711","is","well"
"POCO_CD_POCO_006712","is","well"
"POCO_CD_POCO_006713","is","well"
"POCO_CD_POCO_006714","is","well"
"POCO_CD_POCO_006715","is","well"
"POCO_CD_POCO_006716","is","well"
"POCO_CD_POCO_006717","is","well"
"POCO_CD_POCO_006718","is","well"
"POCO_CD_POCO_006719","is","well"
"POCO_CD_POCO_006720","is","well"
"POCO_CD_POCO_006721","is","well"
"POCO_CD_POCO_006722","is","well"
"POCO_CD_POCO_006723","is","well"
"POCO_CD_POCO_006724","is","well"
"POCO_CD_POCO_006725","is","well"
"POCO_CD_POCO_006726","is","well"
"POCO_CD_POCO_006727","is","well"
"POCO_CD_POCO_006728","is","well"
"POCO_CD_POCO_006729","is","well"
"POCO_CD_POCO_006730","is","well"
"POCO_CD_POCO_006731","is","well"
"POCO_CD_POCO_006732","is","well"
"POCO_CD_POCO_006733","is","well"
"POCO_CD_POCO_006734","is","well"
"POCO_CD_POCO_006735","is","well"
"POCO_CD_POCO_006736","is","well"
"POCO_CD_POCO_006737","is","well"
"POCO_CD_POCO_006738","is","well"
"POCO_CD_POCO_006739","is","well"
"POCO_CD_POCO_006740","is","well"
"POCO_CD_POCO_006741","is","well"
"POCO_CD_POCO_006742","is","well"
"POCO_CD_POCO_006743","is","well"
"POCO_CD_POCO_006744","is","well"
"POCO_CD_POCO_006745","is","well"
"POCO_CD_POCO_006746","is","well"
"POCO_CD_POCO_006747","is","well"
"POCO_CD_POCO_006748","is","well"
"POCO_CD_POCO_006749","is","well"
"POCO_CD_POCO_006750","is","well"
"POCO_CD_POCO_006751","is","well"
"POCO_CD_POCO_006752","is","well"
"POCO_CD_POCO_006753","is","well"
"POCO_CD_POCO_006754","is","well"
"POCO_CD_POCO_006755","is","well"
"POCO_CD_POCO_006756","is","well"
"POCO_CD_POCO_006757","is","well"
"POCO_CD_POCO_006758","is","well"
"POCO_CD_POCO_006759","is","well"
"POCO_CD_POCO_006760","is","well"
"POCO_CD_POCO_006761","is","well"
"POCO_CD_POCO_006762","is","well"
"POCO_CD_POCO_006763","is","well"
"POCO_CD_POCO_006764","is","well"
"POCO_CD_POCO_006765","is","well"
"POCO_CD_POCO_006766","is","well"
"POCO_CD_POCO_006767","is","well"
"POCO_CD_POCO_006768","is","well"
"POCO_CD_POCO_006769","is","well"
"POCO_CD_POCO_006770","is","well"
"POCO_CD_POCO_006771","is","well"
"POCO_CD_POCO_006772","is","well"
"POCO_CD_POCO_006773","is","well"
"POCO_CD_POCO_006774","is","well"
"POCO_CD_POCO_006775","is","well"
"POCO_CD_POCO_006776","is","well"
"POCO_CD_POCO_006777","is","well"
"POCO_CD_POCO_006778","is","well"
"POCO_CD_POCO_006779","is","well"
"POCO_CD_POCO_006780","is","well"
"POCO_CD_POCO_006781","is","well"
"POCO_CD_POCO_006782","is","well"
"POCO_CD_POCO_006783","is","well"
"POCO_CD_POCO_006784","is","well"
"POCO_CD_POCO_006785","is","well"
"POCO_CD_POCO_006786","is","well"
"POCO_CD_POCO_006787","is","well"
"POCO_CD_POCO_006788","is","well"
"POCO_CD_POCO_006789","is","well"
"POCO_CD_POCO_006790","is","well"
"POCO_CD_POCO_006791","is","well"
"POCO_CD_POCO_006792","is","well"
"POCO_CD_POCO_006793","is","well"
"POCO_CD_POCO_006794","is","well"
"POCO_CD_POCO_006795","is","well"
"POCO_CD_POCO_006796","is","well"
"POCO_CD_POCO_006797","is","well"
"POCO_CD_POCO_006798","is","well"
"POCO_CD_POCO_006799","is","well"
"POCO_CD_POCO_006800","is","well"
"POCO_CD_POCO_006801","is","well"
"POCO_CD_POCO_006802","is","well"
"POCO_CD_POCO_006803","is","well"
"POCO_CD_POCO_006804","is","well"
"POCO_CD_POCO_006805","is","well"
"POCO_CD_POCO_006806","is","well"
"POCO_CD_POCO_006807","is","well"
"POCO_CD_POCO_006808","is","well"
"POCO_CD_POCO_006809","is","well"
"POCO_CD_POCO_006810","is","well"
"POCO_CD_POCO_006811","is","well"
"POCO_CD_POCO_006812","is","well"
"POCO_CD_POCO_006813","is","well"
"POCO_CD_POCO_006814","is","well"
"POCO_CD_POCO_006815","is","well"
"POCO_CD_POCO_006816","is","well"
"POCO_CD_POCO_006817","is","well"
"POCO_CD_POCO_006818","is","well"
"POCO_CD_POCO_006819","is","well"
"POCO_CD_POCO_006820","is","well"
"POCO_CD_POCO_006821","is","well"
"POCO_CD_POCO_006822","is","well"
"POCO_CD_POCO_006823","is","well"
"POCO_CD_POCO_006824","is","well"
"POCO_CD_POCO_006825","is","well"
"POCO_CD_POCO_006826","is","well"
"POCO_CD_POCO_006827","is","well"
"POCO_CD_POCO_006828","is","well"
"POCO_CD_POCO_006829","is","well"
"POCO_CD_POCO_006830","is","well"
"POCO_CD_POCO_006831","is","well"
"POCO_CD_POCO_006832","is","well"
"POCO_CD_POCO_006833","is","well"
"POCO_CD_POCO_006834","is","well"
"POCO_CD_POCO_006835","is","well"
"POCO_CD_POCO_006836","is","well"
"POCO_CD_POCO_006837","is","well"
"POCO_CD_POCO_006838","is","well"
"POCO_CD_POCO_006839","is","well"
"POCO_CD_POCO_006840","is","well"
"POCO_CD_POCO_006841","is","well"
"POCO_CD_POCO_006842","is","well"
"POCO_CD_POCO_006843","is","well"
"POCO_CD_POCO_006844","is","well"
"POCO_CD_POCO_006845","is","well"
"POCO_CD_POCO_006846","is","well"
"POCO_CD_POCO_006847","is","well"
"POCO_CD_POCO_006848","is","well"
"POCO_CD_POCO_006849","is","well"
"POCO_CD_POCO_006850","is","well"
"POCO_CD_POCO_006851","is","well"
"POCO_CD_POCO_006852","is","well"
"POCO_CD_POCO_006853","is","well"
"POCO_CD_POCO_006854","is","well"
"POCO_CD_POCO_006855","is","well"
"POCO_CD_POCO_006856","is","well"
"POCO_CD_POCO_006857","is","well"
"POCO_CD_POCO_006858","is","well"
"POCO_CD_POCO_006859","is","well"
"POCO_CD_POCO_006860","is","well"
"POCO_CD_POCO_006861","is","well"
"POCO_CD_POCO_006862","is","well"
"POCO_CD_POCO_006863","is","well"
"POCO_CD_POCO_006864","is","well"
"POCO_CD_POCO_006865","is","well"
"POCO_CD_POCO_006866","is","well"
"POCO_CD_POCO_006867","is","well"
"POCO_CD_POCO_006868","is","well"
"POCO_CD_POCO_006869","is","well"
"POCO_CD_POCO_006870","is","well"
"POCO_CD_POCO_006871","is","well"
"POCO_CD_POCO_006872","is","well"
"POCO_CD_POCO_006873","is","well"
"POCO_CD_POCO_006874","is","well"
"POCO_CD_POCO_006875","is","well"
"POCO_CD_POCO_006876","is","well"
"POCO_CD_POCO_006877","is","well"
"POCO_CD_POCO_006878","is","well"
"POCO_CD_POCO_006879","is","well"
"POCO_CD_POCO_006880","is","well"
"POCO_CD_POCO_006881","is","well"
"POCO_CD_POCO_006882","is","well"
"POCO_CD_POCO_006883","is","well"
"POCO_CD_POCO_006884","is","well"
"POCO_CD_POCO_006885","is","well"
"POCO_CD_POCO_006886","is","well"
"POCO_CD_POCO_006887","is","well"
"POCO_CD_POCO_006888","is","well"
"POCO_CD_POCO_006889","is","well"
"POCO_CD_POCO_006890","is","well"
"POCO_CD_POCO_006891","is","well"
"POCO_CD_POCO_006892","is","well"
"POCO_CD_POCO_006893","is","well"
"POCO_CD_POCO_006894","is","well"
"POCO_CD_POCO_006895","is","well"
"POCO_CD_POCO_006896","is","well"
"POCO_CD_POCO_006897","is","well"
"POCO_CD_POCO_006898","is","well"
"POCO_CD_POCO_006899","is","well"
"POCO_CD_POCO_006900","is","well"
"POCO_CD_POCO_006901","is","well"
"POCO_CD_POCO_006902","is","well"
"POCO_CD_POCO_006903","is","well"
"POCO_CD_POCO_006904","is","well"
"POCO_CD_POCO_006905","is","well"
"POCO_CD_POCO_006906","is","well"
"POCO_CD_POCO_006907","is","well"
"POCO_CD_POCO_006908","is","well"
"POCO_CD_POCO_006909","is","well"
"POCO_CD_POCO_006910","is","well"
"POCO_CD_POCO_006911","is","well"
"POCO_CD_POCO_006912","is","well"
"POCO_CD_POCO_006913","is","well"
"POCO_CD_POCO_006914","is","well"
"POCO_CD_POCO_006915","is","well"
"POCO_CD_POCO_006916","is","well"
"POCO_CD_POCO_006917","is","well"
"POCO_CD_POCO_006918","is","well"
"POCO_CD_POCO_006919","is","well"
"POCO_CD_POCO_006920","is","well"
"POCO_CD_POCO_006921","is","well"
"POCO_CD_POCO_006922","is","well"
"POCO_CD_POCO_006923","is","well"
"POCO_CD_POCO_006924","is","well"
"POCO_CD_POCO_006925","is","well"
"POCO_CD_POCO_006926","is","well"
"POCO_CD_POCO_006927","is","well"
"POCO_CD_POCO_006928","is","well"
"POCO_CD_POCO_006929","is","well"
"POCO_CD_POCO_006930","is","well"
"POCO_CD_POCO_006931","is","well"
"POCO_CD_POCO_006932","is","well"
"POCO_CD_POCO_006933","is","well"
"POCO_CD_POCO_006934","is","well"
"POCO_CD_POCO_006935","is","well"
"POCO_CD_POCO_006936","is","well"
"POCO_CD_POCO_006937","is","well"
"POCO_CD_POCO_006938","is","well"
"POCO_CD_POCO_006939","is","well"
"POCO_CD_POCO_006940","is","well"
"POCO_CD_POCO_006941","is","well"
"POCO_CD_POCO_006942","is","well"
"POCO_CD_POCO_006943","is","well"
"POCO_CD_POCO_006944","is","well"
"POCO_CD_POCO_006945","is","well"
"POCO_CD_POCO_006946","is","well"
"POCO_CD_POCO_006947","is","well"
"POCO_CD_POCO_006948","is","well"
"POCO_CD_POCO_006949","is","well"
"POCO_CD_POCO_006950","is","well"
"POCO_CD_POCO_006951","is","well"
"POCO_CD_POCO_006952","is","well"
"POCO_CD_POCO_006953","is","well"
"POCO_CD_POCO_006954","is","well"
"POCO_CD_POCO_006955","is","well"
"POCO_CD_POCO_006956","is","well"
"POCO_CD_POCO_006957","is","well"
"POCO_CD_POCO_006958","is","well"
"POCO_CD_POCO_006959","is","well"
"POCO_CD_POCO_006960","is","well"
"POCO_CD_POCO_006961","is","well"
"POCO_CD_POCO_006962","is","well"
"POCO_CD_POCO_006963","is","well"
"POCO_CD_POCO_006964","is","well"
"POCO_CD_POCO_006965","is","well"
"POCO_CD_POCO_006966","is","well"
"POCO_CD_POCO_006967","is","well"
"POCO_CD_POCO_006968","is","well"
"POCO_CD_POCO_006969","is","well"
"POCO_CD_POCO_006970","is","well"
"POCO_CD_POCO_006971","is","well"
"POCO_CD_POCO_006972","is","well"
"POCO_CD_POCO_006973","is","well"
"POCO_CD_POCO_006974","is","well"
"POCO_CD_POCO_006975","is","well"
"POCO_CD_POCO_006976","is","well"
"POCO_CD_POCO_006977","is","well"
"POCO_CD_POCO_006978","is","well"
"POCO_CD_POCO_006979","is","well"
"POCO_CD_POCO_006980","is","well"
"POCO_CD_POCO_006981","is","well"
"POCO_CD_POCO_006982","is","well"
"POCO_CD_POCO_006983","is","well"
"POCO_CD_POCO_006984","is","well"
"POCO_CD_POCO_006985","is","well"
"POCO_CD_POCO_006986","is","well"
"POCO_CD_POCO_006987","is","well"
"POCO_CD_POCO_006988","is","well"
